position_code,skill_id,skill_score
Nuclear Monitoring Technicians,Reading Comprehension,3.75
Nuclear Monitoring Technicians,Reading Comprehension,4.0
Nuclear Monitoring Technicians,Active Listening,3.88
Nuclear Monitoring Technicians,Active Listening,3.88
Nuclear Monitoring Technicians,Writing,3.12
Nuclear Monitoring Technicians,Writing,3.62
Nuclear Monitoring Technicians,Speaking,3.5
Nuclear Monitoring Technicians,Speaking,3.38
Nuclear Monitoring Technicians,Mathematics,3.12
Nuclear Monitoring Technicians,Mathematics,3.12
Nuclear Monitoring Technicians,Science,3.12
Nuclear Monitoring Technicians,Science,3.12
Nuclear Monitoring Technicians,Critical Thinking,3.88
Nuclear Monitoring Technicians,Critical Thinking,4.0
Nuclear Monitoring Technicians,Active Learning,3.0
Nuclear Monitoring Technicians,Active Learning,3.12
Nuclear Monitoring Technicians,Learning Strategies,3.12
Nuclear Monitoring Technicians,Learning Strategies,3.25
Nuclear Monitoring Technicians,Monitoring,3.88
Nuclear Monitoring Technicians,Monitoring,4.0
Nuclear Monitoring Technicians,Social Perceptiveness,3.0
Nuclear Monitoring Technicians,Social Perceptiveness,2.88
Nuclear Monitoring Technicians,Coordination,3.0
Nuclear Monitoring Technicians,Coordination,3.0
Nuclear Monitoring Technicians,Persuasion,2.88
Nuclear Monitoring Technicians,Persuasion,2.75
Nuclear Monitoring Technicians,Negotiation,2.75
Nuclear Monitoring Technicians,Negotiation,2.75
Nuclear Monitoring Technicians,Instructing,3.25
Nuclear Monitoring Technicians,Instructing,3.0
Nuclear Monitoring Technicians,Service Orientation,2.88
Nuclear Monitoring Technicians,Service Orientation,2.75
Nuclear Monitoring Technicians,Complex Problem Solving,3.12
Nuclear Monitoring Technicians,Complex Problem Solving,3.12
Nuclear Monitoring Technicians,Operations Analysis,1.25
Nuclear Monitoring Technicians,Operations Analysis,0.25
Nuclear Monitoring Technicians,Technology Design,1.62
Nuclear Monitoring Technicians,Technology Design,0.62
Nuclear Monitoring Technicians,Equipment Selection,1.5
Nuclear Monitoring Technicians,Equipment Selection,0.5
Nuclear Monitoring Technicians,Installation,1.0
Nuclear Monitoring Technicians,Installation,0.0
Nuclear Monitoring Technicians,Programming,1.5
Nuclear Monitoring Technicians,Programming,0.62
Nuclear Monitoring Technicians,Operations Monitoring,3.75
Nuclear Monitoring Technicians,Operations Monitoring,3.62
Nuclear Monitoring Technicians,Operation and Control,2.75
Nuclear Monitoring Technicians,Operation and Control,2.88
Nuclear Monitoring Technicians,Equipment Maintenance,2.12
Nuclear Monitoring Technicians,Equipment Maintenance,1.25
Nuclear Monitoring Technicians,Troubleshooting,2.75
Nuclear Monitoring Technicians,Troubleshooting,2.75
Nuclear Monitoring Technicians,Repairing,1.62
Nuclear Monitoring Technicians,Repairing,0.75
Nuclear Monitoring Technicians,Quality Control Analysis,3.12
Nuclear Monitoring Technicians,Quality Control Analysis,3.12
Nuclear Monitoring Technicians,Judgment and Decision Making,3.38
Nuclear Monitoring Technicians,Judgment and Decision Making,3.38
Nuclear Monitoring Technicians,Systems Analysis,3.0
Nuclear Monitoring Technicians,Systems Analysis,3.0
Nuclear Monitoring Technicians,Systems Evaluation,2.5
Nuclear Monitoring Technicians,Systems Evaluation,2.88
Nuclear Monitoring Technicians,Time Management,3.0
Nuclear Monitoring Technicians,Time Management,3.12
Nuclear Monitoring Technicians,Management of Financial Resources,2.0
Nuclear Monitoring Technicians,Management of Financial Resources,1.12
Nuclear Monitoring Technicians,Management of Material Resources,2.0
Nuclear Monitoring Technicians,Management of Material Resources,1.12
Nuclear Monitoring Technicians,Management of Personnel Resources,2.75
Nuclear Monitoring Technicians,Management of Personnel Resources,2.75
Social Science Research Assistants,Reading Comprehension,4.0
Social Science Research Assistants,Reading Comprehension,4.75
Social Science Research Assistants,Active Listening,3.75
Social Science Research Assistants,Active Listening,4.12
Social Science Research Assistants,Writing,3.75
Social Science Research Assistants,Writing,3.88
Social Science Research Assistants,Speaking,3.38
Social Science Research Assistants,Speaking,3.75
Social Science Research Assistants,Mathematics,3.12
Social Science Research Assistants,Mathematics,3.88
Social Science Research Assistants,Science,3.25
Social Science Research Assistants,Science,3.38
Social Science Research Assistants,Critical Thinking,3.75
Social Science Research Assistants,Critical Thinking,3.88
Social Science Research Assistants,Active Learning,3.12
Social Science Research Assistants,Active Learning,3.62
Social Science Research Assistants,Learning Strategies,3.0
Social Science Research Assistants,Learning Strategies,3.12
Social Science Research Assistants,Monitoring,2.88
Social Science Research Assistants,Monitoring,3.12
Social Science Research Assistants,Social Perceptiveness,2.88
Social Science Research Assistants,Social Perceptiveness,2.88
Social Science Research Assistants,Coordination,2.88
Social Science Research Assistants,Coordination,3.0
Social Science Research Assistants,Persuasion,2.5
Social Science Research Assistants,Persuasion,2.5
Social Science Research Assistants,Negotiation,2.38
Social Science Research Assistants,Negotiation,2.38
Social Science Research Assistants,Instructing,2.62
Social Science Research Assistants,Instructing,2.88
Social Science Research Assistants,Service Orientation,2.38
Social Science Research Assistants,Service Orientation,2.5
Social Science Research Assistants,Complex Problem Solving,3.38
Social Science Research Assistants,Complex Problem Solving,3.12
Social Science Research Assistants,Operations Analysis,2.0
Social Science Research Assistants,Operations Analysis,2.0
Social Science Research Assistants,Technology Design,1.75
Social Science Research Assistants,Technology Design,1.25
Social Science Research Assistants,Equipment Selection,1.38
Social Science Research Assistants,Equipment Selection,0.5
Social Science Research Assistants,Installation,1.0
Social Science Research Assistants,Installation,0.0
Social Science Research Assistants,Programming,2.62
Social Science Research Assistants,Programming,2.75
Social Science Research Assistants,Operations Monitoring,2.12
Social Science Research Assistants,Operations Monitoring,1.88
Social Science Research Assistants,Operation and Control,1.62
Social Science Research Assistants,Operation and Control,0.62
Social Science Research Assistants,Equipment Maintenance,1.0
Social Science Research Assistants,Equipment Maintenance,0.0
Social Science Research Assistants,Troubleshooting,1.75
Social Science Research Assistants,Troubleshooting,1.38
Social Science Research Assistants,Repairing,1.0
Social Science Research Assistants,Repairing,0.0
Social Science Research Assistants,Quality Control Analysis,2.5
Social Science Research Assistants,Quality Control Analysis,2.88
Social Science Research Assistants,Judgment and Decision Making,3.12
Social Science Research Assistants,Judgment and Decision Making,3.12
Social Science Research Assistants,Systems Analysis,3.0
Social Science Research Assistants,Systems Analysis,2.88
Social Science Research Assistants,Systems Evaluation,2.88
Social Science Research Assistants,Systems Evaluation,3.0
Social Science Research Assistants,Time Management,2.88
Social Science Research Assistants,Time Management,2.88
Social Science Research Assistants,Management of Financial Resources,1.75
Social Science Research Assistants,Management of Financial Resources,1.5
Social Science Research Assistants,Management of Material Resources,2.0
Social Science Research Assistants,Management of Material Resources,2.0
Social Science Research Assistants,Management of Personnel Resources,2.38
Social Science Research Assistants,Management of Personnel Resources,2.38
Forest and Conservation Technicians,Reading Comprehension,3.38
Forest and Conservation Technicians,Reading Comprehension,3.75
Forest and Conservation Technicians,Active Listening,3.75
Forest and Conservation Technicians,Active Listening,3.75
Forest and Conservation Technicians,Writing,3.0
Forest and Conservation Technicians,Writing,3.12
Forest and Conservation Technicians,Speaking,3.25
Forest and Conservation Technicians,Speaking,3.5
Forest and Conservation Technicians,Mathematics,2.75
Forest and Conservation Technicians,Mathematics,2.75
Forest and Conservation Technicians,Science,2.75
Forest and Conservation Technicians,Science,2.25
Forest and Conservation Technicians,Critical Thinking,3.75
Forest and Conservation Technicians,Critical Thinking,3.38
Forest and Conservation Technicians,Active Learning,3.0
Forest and Conservation Technicians,Active Learning,3.0
Forest and Conservation Technicians,Learning Strategies,3.0
Forest and Conservation Technicians,Learning Strategies,3.0
Forest and Conservation Technicians,Monitoring,3.12
Forest and Conservation Technicians,Monitoring,3.62
Forest and Conservation Technicians,Social Perceptiveness,3.12
Forest and Conservation Technicians,Social Perceptiveness,3.12
Forest and Conservation Technicians,Coordination,3.12
Forest and Conservation Technicians,Coordination,3.25
Forest and Conservation Technicians,Persuasion,2.88
Forest and Conservation Technicians,Persuasion,3.12
Forest and Conservation Technicians,Negotiation,2.25
Forest and Conservation Technicians,Negotiation,2.38
Forest and Conservation Technicians,Instructing,3.12
Forest and Conservation Technicians,Instructing,3.0
Forest and Conservation Technicians,Service Orientation,3.0
Forest and Conservation Technicians,Service Orientation,2.88
Forest and Conservation Technicians,Complex Problem Solving,3.0
Forest and Conservation Technicians,Complex Problem Solving,3.0
Forest and Conservation Technicians,Operations Analysis,1.88
Forest and Conservation Technicians,Operations Analysis,1.12
Forest and Conservation Technicians,Technology Design,2.0
Forest and Conservation Technicians,Technology Design,1.12
Forest and Conservation Technicians,Equipment Selection,2.12
Forest and Conservation Technicians,Equipment Selection,1.88
Forest and Conservation Technicians,Installation,1.25
Forest and Conservation Technicians,Installation,0.25
Forest and Conservation Technicians,Programming,2.0
Forest and Conservation Technicians,Programming,1.62
Forest and Conservation Technicians,Operations Monitoring,2.88
Forest and Conservation Technicians,Operations Monitoring,2.88
Forest and Conservation Technicians,Operation and Control,2.75
Forest and Conservation Technicians,Operation and Control,2.88
Forest and Conservation Technicians,Equipment Maintenance,2.0
Forest and Conservation Technicians,Equipment Maintenance,1.88
Forest and Conservation Technicians,Troubleshooting,2.0
Forest and Conservation Technicians,Troubleshooting,2.0
Forest and Conservation Technicians,Repairing,2.0
Forest and Conservation Technicians,Repairing,1.88
Forest and Conservation Technicians,Quality Control Analysis,2.62
Forest and Conservation Technicians,Quality Control Analysis,2.75
Forest and Conservation Technicians,Judgment and Decision Making,3.25
Forest and Conservation Technicians,Judgment and Decision Making,3.38
Forest and Conservation Technicians,Systems Analysis,3.0
Forest and Conservation Technicians,Systems Analysis,3.0
Forest and Conservation Technicians,Systems Evaluation,2.75
Forest and Conservation Technicians,Systems Evaluation,3.0
Forest and Conservation Technicians,Time Management,3.25
Forest and Conservation Technicians,Time Management,3.25
Forest and Conservation Technicians,Management of Financial Resources,2.0
Forest and Conservation Technicians,Management of Financial Resources,1.38
